soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Red,Uttar Pradesh,Karnal,Rabi,19.1,353.0,64.3,High,9.0,rose,soybean,0
Loamy,Uttar Pradesh,Manchar,Zaid,35.5,77.1,43.0,High,7.9,soybean,rose,1
Red,Maharashtra,Pune,Zaid,37.5,109.3,45.5,Low,7.7,none,banana,0
Red,Punjab,Ludhiana,Kharif,30.2,1329.1,70.0,High,9.4,rose,banana,1
Black,Andhra Pradesh,Coimbatore,Zaid,38.0,163.5,16.0,Low,7.4,tomato,sugarcane,0
Red,Uttar Pradesh,Nilokheri,Rabi,21.3,311.3,49.6,Medium,3.8,wheat,rose,1
Clayey,Haryana,Ludhiana,Kharif,28.1,1052.3,89.6,Medium,8.9,mustard,sugarcane,1
Sandy,Andhra Pradesh,Pune,Rabi,20.6,265.0,65.0,Low,9.5,potato,potato,0
Black,Karnataka,Rampur,Zaid,40.8,88.0,44.4,High,12.2,potato,wheat,0
Sandy,Rajasthan,Rajkot,Kharif,33.3,1259.7,85.9,High,3.4,tomato,maize,1
Red,Tamil Nadu,Rajkot,Kharif,34.9,1175.7,74.3,Medium,5.0,banana,potato,0
Black,Rajasthan,Rampur,Rabi,17.8,282.1,63.3,Medium,9.7,maize,sugarcane,0
Clayey,Madhya Pradesh,Jaipur,Kharif,34.8,1039.0,82.3,High,11.9,banana,potato,0
Sandy,Rajasthan,Manchar,Zaid,38.4,103.9,32.7,Low,10.8,sugarcane,maize,0
Alluvial,Tamil Nadu,Pune,Rabi,17.1,235.0,73.8,Low,8.5,potato,mustard,1
Clayey,Punjab,Manchar,Zaid,35.7,36.1,45.2,High,2.2,potato,soybean,0
Clayey,Madhya Pradesh,Jaipur,Zaid,39.2,40.3,36.5,Medium,0.5,banana,rose,0
Black,Haryana,Coimbatore,Rabi,16.1,414.2,46.8,Medium,12.0,soybean,potato,1
Black,Andhra Pradesh,Rampur,Rabi,15.9,348.2,82.5,Low,6.7,tomato,tomato,0
Loamy,Karnataka,Jaipur,Zaid,31.0,24.4,67.9,Medium,1.4,cotton,banana,0
Black,Karnataka,Manchar,Rabi,21.1,388.4,84.4,High,10.3,mustard,banana,1
Sandy,Andhra Pradesh,Kolar,Zaid,37.2,110.4,53.5,Low,9.1,soybean,sugarcane,0
Sandy,Rajasthan,Ludhiana,Rabi,18.3,174.6,59.4,Medium,6.9,rose,rice,0
Red,Uttar Pradesh,Nilokheri,Kharif,24.9,852.9,79.5,Low,3.6,sugarcane,maize,1
Red,Andhra Pradesh,Rajkot,Zaid,36.4,116.7,58.9,High,1.7,banana,sugarcane,0
Loamy,Andhra Pradesh,Coimbatore,Kharif,27.0,854.4,84.7,Low,7.1,wheat,tomato,1
Loamy,Haryana,Rajkot,Kharif,31.7,1126.3,75.2,Medium,2.7,potato,mustard,0
Loamy,Gujarat,Coimbatore,Zaid,34.8,16.3,48.2,Low,9.8,sugarcane,tomato,0
Red,Gujarat,Rampur,Rabi,17.9,272.4,65.5,Low,13.5,sugarcane,soybean,0
Black,Rajasthan,Rampur,Rabi,18.4,262.2,55.7,Low,10.2,potato,rose,0
Loamy,Uttar Pradesh,Manchar,Rabi,18.1,179.8,60.4,High,5.3,wheat,maize,1
Black,Uttar Pradesh,Lucknow,Zaid,33.2,30.2,62.5,High,5.2,none,sugarcane,0
Sandy,Madhya Pradesh,Lucknow,Rabi,15.8,220.5,68.9,High,13.0,banana,rose,0
Clayey,Karnataka,Pune,Rabi,16.0,166.5,62.8,High,16.6,maize,rice,0
Clayey,Uttar Pradesh,Jaipur,Kharif,26.4,1258.4,81.5,High,9.7,soybean,maize,1
Loamy,Uttar Pradesh,Pune,Kharif,29.4,1111.0,79.4,Low,7.4,none,banana,0
Alluvial,Madhya Pradesh,Rajkot,Zaid,37.9,57.7,67.1,High,2.5,tomato,rice,0
Loamy,Rajasthan,Karnal,Zaid,35.8,47.9,70.8,High,14.6,tomato,soybean,0
Black,Tamil Nadu,Nilokheri,Rabi,23.0,306.9,54.5,Medium,14.5,rose,wheat,1
Sandy,Karnataka,Lucknow,Zaid,35.2,56.7,43.0,High,3.9,rice,rose,0
Red,Punjab,Pune,Rabi,16.1,253.4,47.8,High,4.9,tomato,mustard,1
Black,Uttar Pradesh,Ludhiana,Kharif,30.7,1182.7,72.2,Medium,11.3,banana,banana,0
Sandy,Uttar Pradesh,Jaipur,Zaid,32.0,129.1,48.7,Low,3.2,soybean,sugarcane,0
Black,Madhya Pradesh,Jaipur,Rabi,23.0,179.5,64.2,High,7.8,rice,potato,1
Clayey,Uttar Pradesh,Pune,Kharif,31.7,1234.7,80.4,Low,4.3,potato,maize,1
Black,Maharashtra,Manchar,Zaid,36.3,75.6,30.9,Medium,4.4,mustard,soybean,0
Clayey,Haryana,Pune,Kharif,27.8,1372.8,86.2,Medium,10.4,potato,wheat,1
Clayey,Gujarat,Jaipur,Rabi,14.7,371.3,56.8,Medium,8.6,maize,banana,0
Alluvial,Uttar Pradesh,Nilokheri,Rabi,25.0,269.2,63.9,Low,6.8,wheat,tomato,0
Clayey,Uttar Pradesh,Pune,Rabi,18.4,320.8,58.5,Low,11.8,soybean,maize,1
Loamy,Uttar Pradesh,Kolar,Zaid,34.4,6.6,31.7,High,10.0,wheat,cotton,0
Clayey,Andhra Pradesh,Kolar,Rabi,14.7,288.9,38.5,Low,18.0,soybean,sugarcane,0
Loamy,Gujarat,Rajkot,Zaid,36.0,83.3,53.4,Low,7.6,rice,soybean,0
Loamy,Karnataka,Karnal,Zaid,37.8,90.7,42.1,High,9.3,tomato,soybean,0
Black,Andhra Pradesh,Rampur,Kharif,28.0,1056.3,85.0,High,5.0,potato,soybean,1
Loamy,Gujarat,Manchar,Rabi,19.6,252.8,51.0,High,8.0,soybean,sugarcane,0
Clayey,Maharashtra,Rampur,Rabi,21.3,247.5,64.7,Medium,11.3,banana,tomato,1
Loamy,Uttar Pradesh,Ludhiana,Rabi,22.2,251.0,65.6,Medium,2.8,tomato,wheat,1
Alluvial,Tamil Nadu,Kolar,Zaid,33.9,55.6,41.9,High,7.3,soybean,tomato,1
Alluvial,Rajasthan,Ludhiana,Rabi,18.2,243.0,65.3,Medium,9.9,cotton,cotton,0
Loamy,Tamil Nadu,Kolar,Rabi,18.2,156.1,40.2,Medium,7.4,mustard,mustard,0
Loamy,Madhya Pradesh,Pune,Zaid,33.6,141.2,51.0,Medium,12.9,rice,cotton,0
Clayey,Madhya Pradesh,Pune,Zaid,35.6,85.9,59.9,High,6.7,tomato,tomato,0
Clayey,Madhya Pradesh,Coimbatore,Zaid,34.8,64.5,42.0,Medium,8.7,wheat,wheat,0
Black,Uttar Pradesh,Rajkot,Zaid,36.3,97.5,45.0,High,12.8,tomato,rose,1
Alluvial,Gujarat,Rajkot,Kharif,32.8,461.5,72.6,High,11.7,banana,tomato,1
Loamy,Punjab,Rajkot,Zaid,33.3,33.2,42.8,High,0.8,mustard,sugarcane,0
Black,Punjab,Pune,Zaid,37.1,56.9,52.6,Medium,0.5,wheat,banana,0
Red,Karnataka,Rajkot,Rabi,16.4,102.1,63.9,High,8.7,rose,soybean,0
Sandy,Uttar Pradesh,Ludhiana,Zaid,36.0,84.8,50.8,Low,4.1,none,cotton,0
Clayey,Madhya Pradesh,Jaipur,Kharif,33.6,1093.2,79.2,Medium,4.3,rose,rose,0
Red,Karnataka,Coimbatore,Rabi,16.7,232.7,51.2,High,14.8,maize,mustard,1
Red,Rajasthan,Rajkot,Kharif,25.9,1467.8,71.9,Medium,7.2,none,cotton,1
Alluvial,Madhya Pradesh,Coimbatore,Rabi,16.0,189.4,70.4,Low,15.3,soybean,cotton,0
Sandy,Gujarat,Kolar,Zaid,37.4,166.3,40.1,High,5.6,sugarcane,potato,0
Loamy,Gujarat,Ludhiana,Rabi,20.2,380.2,63.0,Medium,14.2,rose,banana,0
Alluvial,Gujarat,Manchar,Zaid,36.1,98.4,37.5,Low,5.3,soybean,wheat,0
Sandy,Uttar Pradesh,Ludhiana,Kharif,36.0,1008.7,80.7,High,8.7,none,rice,1
Clayey,Gujarat,Manchar,Zaid,33.3,128.0,35.3,High,5.4,mustard,wheat,0
Sandy,Tamil Nadu,Jaipur,Zaid,33.9,127.4,50.4,Low,10.9,potato,maize,0
Red,Rajasthan,Jaipur,Kharif,33.0,744.5,76.2,Low,14.0,sugarcane,potato,0
Sandy,Karnataka,Coimbatore,Kharif,29.0,1432.0,78.7,Low,10.2,wheat,cotton,1
Red,Andhra Pradesh,Manchar,Zaid,36.9,54.3,66.7,Medium,11.7,maize,cotton,0
Black,Tamil Nadu,Manchar,Kharif,30.2,1482.1,81.3,Medium,10.0,soybean,rose,1
Sandy,Uttar Pradesh,Jaipur,Zaid,37.1,65.4,55.7,Low,4.6,none,sugarcane,0
Loamy,Karnataka,Pune,Kharif,26.9,1614.1,70.2,Low,3.6,soybean,sugarcane,0
Red,Punjab,Rampur,Kharif,29.3,1176.9,78.6,High,11.3,rose,tomato,1
Clayey,Maharashtra,Nilokheri,Kharif,32.6,1058.2,77.1,High,9.1,none,cotton,0
Red,Rajasthan,Kolar,Kharif,29.3,1222.7,88.0,Low,10.9,rose,rose,0
Clayey,Rajasthan,Ludhiana,Kharif,32.0,1145.3,85.9,Low,2.8,soybean,mustard,1
Red,Uttar Pradesh,Rampur,Rabi,19.2,197.1,53.5,High,10.3,soybean,rose,1
Black,Haryana,Karnal,Zaid,38.5,92.4,45.2,High,14.8,wheat,wheat,0
Sandy,Karnataka,Lucknow,Rabi,18.7,306.6,86.0,High,1.0,potato,mustard,0
Black,Gujarat,Lucknow,Zaid,37.5,131.6,48.8,High,10.7,rose,rose,0
Alluvial,Tamil Nadu,Coimbatore,Rabi,17.6,229.1,47.8,Low,4.6,sugarcane,tomato,0
Loamy,Maharashtra,Karnal,Rabi,16.3,417.0,65.9,Medium,9.6,rose,potato,1
Alluvial,Madhya Pradesh,Ludhiana,Kharif,26.4,1399.2,82.2,High,5.6,none,banana,1
Alluvial,Haryana,Nilokheri,Rabi,17.6,171.5,60.1,Low,10.6,banana,rose,0
Sandy,Punjab,Rajkot,Zaid,35.8,44.5,49.2,High,6.3,none,mustard,0
Sandy,Maharashtra,Manchar,Kharif,32.2,1531.7,78.1,Low,6.4,mustard,rose,0
Sandy,Tamil Nadu,Pune,Zaid,36.4,23.3,54.3,Low,1.0,rice,soybean,0
Sandy,Punjab,Karnal,Rabi,13.4,194.8,72.6,High,18.2,rice,potato,0
Red,Andhra Pradesh,Coimbatore,Rabi,16.3,404.2,61.8,High,16.0,rose,maize,1
Clayey,Rajasthan,Rajkot,Rabi,24.2,352.4,72.1,Low,10.4,mustard,mustard,0
Red,Tamil Nadu,Karnal,Zaid,37.6,47.3,39.5,Medium,8.0,wheat,rice,0
Black,Tamil Nadu,Nilokheri,Kharif,29.5,1274.1,77.7,Low,11.8,mustard,potato,0
Alluvial,Punjab,Lucknow,Rabi,18.3,135.8,74.8,Medium,7.2,maize,rice,0
Black,Tamil Nadu,Jaipur,Zaid,34.6,76.7,26.3,Low,7.5,soybean,mustard,0
Alluvial,Karnataka,Rampur,Kharif,34.5,844.0,83.2,Low,15.4,banana,potato,0
Alluvial,Uttar Pradesh,Coimbatore,Rabi,21.7,227.4,65.8,High,4.2,none,soybean,0
Black,Andhra Pradesh,Rampur,Kharif,28.9,1571.1,85.4,Low,14.2,mustard,cotton,1
Sandy,Uttar Pradesh,Jaipur,Kharif,28.5,1135.2,74.4,High,0.9,cotton,mustard,0
Sandy,Rajasthan,Karnal,Rabi,19.0,203.4,58.5,Medium,1.6,wheat,rose,0
Red,Gujarat,Jaipur,Kharif,31.5,807.5,77.3,High,0.5,maize,tomato,1
Sandy,Andhra Pradesh,Coimbatore,Rabi,17.9,416.1,77.7,Medium,6.2,potato,mustard,1
Loamy,Andhra Pradesh,Pune,Rabi,16.2,150.2,64.7,Medium,9.2,banana,wheat,1
Black,Tamil Nadu,Kolar,Rabi,20.3,240.0,72.3,Low,7.2,none,rose,0
Red,Gujarat,Kolar,Rabi,15.4,227.4,51.7,Medium,9.5,mustard,potato,1
Red,Gujarat,Manchar,Zaid,37.8,139.7,37.0,High,6.9,rose,soybean,0
Loamy,Rajasthan,Rajkot,Rabi,17.9,7.6,52.5,Medium,11.5,none,rice,0
Clayey,Rajasthan,Pune,Zaid,37.5,82.7,42.2,Medium,10.1,wheat,maize,1
Loamy,Tamil Nadu,Coimbatore,Kharif,25.3,1298.6,77.4,Medium,3.0,banana,sugarcane,1
Red,Madhya Pradesh,Coimbatore,Zaid,36.6,98.7,31.4,High,7.9,potato,soybean,0
Alluvial,Haryana,Rajkot,Zaid,32.8,50.6,56.6,Low,4.8,potato,cotton,0
Alluvial,Andhra Pradesh,Nilokheri,Zaid,36.4,39.4,56.5,Low,8.2,mustard,potato,0
Clayey,Haryana,Ludhiana,Kharif,31.3,1144.1,83.5,Medium,6.5,wheat,soybean,1
Red,Andhra Pradesh,Manchar,Kharif,27.5,832.0,80.4,Medium,0.5,potato,mustard,0
Loamy,Andhra Pradesh,Rampur,Kharif,31.3,509.3,84.5,Medium,4.0,tomato,sugarcane,0
Clayey,Haryana,Karnal,Zaid,37.2,80.8,65.6,High,5.1,potato,maize,1
Black,Madhya Pradesh,Jaipur,Rabi,17.5,185.4,73.7,Medium,4.8,rice,sugarcane,0
Clayey,Karnataka,Karnal,Rabi,16.6,262.3,50.5,High,14.5,none,rice,0
Sandy,Haryana,Nilokheri,Kharif,31.0,1027.0,78.7,Low,1.7,wheat,soybean,0
Black,Karnataka,Rampur,Rabi,20.6,232.0,59.2,Medium,20.8,wheat,mustard,1
Black,Tamil Nadu,Coimbatore,Kharif,30.9,993.4,76.2,Low,12.6,banana,wheat,0
Clayey,Tamil Nadu,Ludhiana,Zaid,36.2,116.8,30.6,High,5.3,wheat,maize,1
Alluvial,Andhra Pradesh,Karnal,Zaid,39.7,62.1,55.8,High,13.1,potato,potato,0
Alluvial,Uttar Pradesh,Nilokheri,Rabi,18.2,298.5,68.5,Low,4.6,rose,potato,0
Red,Tamil Nadu,Manchar,Kharif,28.1,1016.3,85.1,Medium,6.4,potato,sugarcane,1
Loamy,Uttar Pradesh,Manchar,Zaid,34.1,162.5,49.2,High,3.7,rose,cotton,0
Black,Uttar Pradesh,Karnal,Kharif,30.1,1080.1,87.1,Medium,9.8,none,cotton,1
Clayey,Andhra Pradesh,Pune,Zaid,33.9,72.5,49.3,Medium,11.9,mustard,cotton,0
Red,Maharashtra,Rampur,Kharif,33.6,1244.9,92.9,Medium,9.3,maize,cotton,1
Clayey,Andhra Pradesh,Ludhiana,Rabi,18.6,283.8,56.5,High,6.8,sugarcane,cotton,0
Clayey,Madhya Pradesh,Rampur,Zaid,36.3,39.7,58.2,Medium,12.6,mustard,rose,1
Loamy,Rajasthan,Jaipur,Kharif,34.0,569.5,79.4,High,5.6,banana,tomato,1
Black,Uttar Pradesh,Ludhiana,Rabi,21.9,150.1,59.8,High,6.0,soybean,maize,1
Clayey,Andhra Pradesh,Jaipur,Zaid,37.7,70.4,50.5,Low,6.5,rice,banana,0
Red,Karnataka,Rampur,Kharif,28.8,1503.8,75.4,Low,6.7,sugarcane,soybean,0
Clayey,Haryana,Nilokheri,Kharif,33.7,1349.6,87.6,Medium,6.3,tomato,sugarcane,1
Alluvial,Rajasthan,Karnal,Kharif,31.2,874.1,79.9,High,9.3,none,banana,1
Loamy,Andhra Pradesh,Nilokheri,Rabi,14.5,203.5,71.9,High,8.8,banana,cotton,0
Black,Punjab,Manchar,Rabi,18.8,308.7,57.4,Low,6.1,maize,banana,0
Sandy,Uttar Pradesh,Lucknow,Zaid,37.7,85.1,31.5,Medium,15.8,soybean,rose,0
Black,Tamil Nadu,Ludhiana,Rabi,15.0,301.4,53.2,Low,8.7,cotton,cotton,0
Loamy,Karnataka,Rajkot,Zaid,36.7,105.4,49.9,Medium,12.4,sugarcane,cotton,0
Sandy,Tamil Nadu,Coimbatore,Rabi,19.2,317.3,57.6,High,15.6,rose,rice,0
Loamy,Uttar Pradesh,Kolar,Rabi,17.6,360.7,50.3,Medium,7.5,potato,banana,1
Loamy,Haryana,Jaipur,Zaid,31.7,58.6,53.5,Low,7.6,none,potato,0
Red,Tamil Nadu,Rajkot,Rabi,19.0,320.9,61.9,High,6.3,sugarcane,maize,1
Sandy,Karnataka,Rampur,Zaid,37.0,109.6,42.4,High,10.5,banana,sugarcane,0
Loamy,Punjab,Ludhiana,Kharif,27.2,966.0,85.4,Low,11.2,sugarcane,tomato,1
Black,Rajasthan,Jaipur,Kharif,31.1,1044.1,89.2,Medium,6.6,wheat,cotton,1
Sandy,Maharashtra,Lucknow,Kharif,29.9,1300.0,78.5,Low,1.5,potato,maize,0
Loamy,Maharashtra,Ludhiana,Rabi,14.8,345.0,49.3,Low,14.8,maize,wheat,1
Alluvial,Haryana,Ludhiana,Kharif,29.7,1117.5,79.2,Medium,12.6,rice,cotton,1
Red,Rajasthan,Ludhiana,Kharif,27.2,1343.8,81.2,Low,10.0,potato,rice,0
Clayey,Maharashtra,Jaipur,Kharif,30.6,424.2,85.0,High,10.7,mustard,rice,1
Alluvial,Haryana,Kolar,Rabi,16.0,301.1,41.7,Medium,13.5,cotton,mustard,1
Black,Maharashtra,Karnal,Zaid,35.7,144.5,54.5,Low,13.3,tomato,banana,0
Clayey,Karnataka,Rajkot,Zaid,39.3,83.0,52.4,Low,1.6,cotton,mustard,0
Clayey,Gujarat,Karnal,Kharif,29.3,1642.7,75.8,High,7.3,rice,banana,1
Sandy,Tamil Nadu,Kolar,Kharif,30.4,1110.9,82.8,High,14.8,maize,rose,1
Red,Andhra Pradesh,Manchar,Zaid,34.8,50.3,46.9,Low,2.7,maize,tomato,0
Loamy,Uttar Pradesh,Rajkot,Zaid,34.8,62.8,44.6,Low,5.2,soybean,wheat,0
Sandy,Punjab,Rajkot,Rabi,13.8,99.5,59.2,Medium,11.0,rice,wheat,1
Red,Haryana,Rampur,Kharif,30.2,1022.7,72.7,Medium,5.0,potato,cotton,1
Red,Tamil Nadu,Kolar,Zaid,36.6,5.0,58.4,Low,8.5,cotton,sugarcane,0
Alluvial,Punjab,Manchar,Kharif,29.5,1153.3,83.4,High,5.0,maize,wheat,0
Alluvial,Tamil Nadu,Rampur,Rabi,17.0,357.6,52.0,Low,8.1,none,soybean,0
Clayey,Tamil Nadu,Karnal,Zaid,39.8,51.7,44.4,Low,1.9,soybean,banana,0
Alluvial,Uttar Pradesh,Karnal,Zaid,32.4,90.7,29.2,High,10.0,cotton,soybean,0
Red,Haryana,Lucknow,Zaid,32.8,60.7,54.0,Medium,8.6,none,wheat,0
Alluvial,Tamil Nadu,Karnal,Rabi,22.8,223.1,69.0,Low,4.4,banana,tomato,0
Loamy,Maharashtra,Karnal,Kharif,23.5,1047.2,76.4,Low,4.1,cotton,tomato,1
Sandy,Madhya Pradesh,Rampur,Zaid,35.7,71.0,45.8,Medium,5.4,cotton,potato,0
Sandy,Haryana,Ludhiana,Rabi,18.5,141.0,64.4,Medium,13.6,maize,soybean,0
Loamy,Andhra Pradesh,Nilokheri,Kharif,29.7,1277.1,80.1,Medium,8.9,sugarcane,soybean,1
Clayey,Andhra Pradesh,Pune,Rabi,20.9,188.8,62.9,High,9.4,maize,rice,0
Loamy,Haryana,Rajkot,Zaid,33.7,78.7,46.1,Low,7.2,tomato,tomato,0
Alluvial,Gujarat,Ludhiana,Rabi,17.6,195.1,41.2,Medium,8.4,mustard,cotton,0
Alluvial,Madhya Pradesh,Nilokheri,Rabi,18.5,376.6,49.7,High,4.5,potato,wheat,1
Loamy,Karnataka,Lucknow,Kharif,32.9,938.4,82.1,Low,15.1,potato,rice,0
Alluvial,Maharashtra,Rajkot,Zaid,33.6,120.0,54.2,High,5.3,mustard,rice,0
Sandy,Uttar Pradesh,Kolar,Kharif,34.2,1172.2,78.7,Low,9.0,sugarcane,tomato,0
Sandy,Andhra Pradesh,Lucknow,Zaid,35.7,111.7,53.1,Low,1.0,wheat,sugarcane,0
Clayey,Gujarat,Rampur,Kharif,33.9,1358.1,71.7,High,12.5,tomato,mustard,0
Red,Karnataka,Nilokheri,Zaid,33.8,35.8,40.9,High,7.1,potato,tomato,1
Clayey,Uttar Pradesh,Karnal,Kharif,29.1,1427.6,83.9,Low,13.6,wheat,mustard,0
Alluvial,Maharashtra,Lucknow,Kharif,28.3,679.1,79.0,High,4.8,wheat,soybean,1
Sandy,Rajasthan,Karnal,Zaid,37.9,30.6,61.2,High,5.6,soybean,cotton,0
Clayey,Haryana,Manchar,Zaid,35.9,47.6,47.8,High,9.7,mustard,rose,1
Black,Uttar Pradesh,Lucknow,Rabi,16.6,304.6,59.9,Medium,8.0,none,potato,1
Sandy,Gujarat,Karnal,Kharif,28.7,1077.9,79.5,High,6.5,banana,rice,1
Black,Rajasthan,Jaipur,Rabi,17.2,306.1,76.0,Medium,6.8,rice,soybean,0
Black,Rajasthan,Lucknow,Rabi,20.1,367.3,56.7,Medium,9.5,rice,rice,0
Loamy,Uttar Pradesh,Manchar,Kharif,29.7,707.3,82.2,High,3.5,potato,cotton,1
Black,Karnataka,Coimbatore,Zaid,33.6,149.3,46.4,High,16.9,rose,maize,1
Black,Punjab,Coimbatore,Rabi,19.9,69.9,65.0,Low,5.8,none,soybean,0
Clayey,Haryana,Pune,Kharif,27.6,1058.0,76.9,High,6.1,tomato,wheat,0
Clayey,Karnataka,Nilokheri,Zaid,32.0,37.1,52.5,Low,9.0,rice,banana,0
Alluvial,Punjab,Karnal,Kharif,36.2,467.4,75.4,Low,6.9,sugarcane,cotton,1
Sandy,Haryana,Ludhiana,Rabi,21.3,127.0,79.6,High,10.0,cotton,banana,0
Loamy,Tamil Nadu,Jaipur,Kharif,28.6,1761.1,79.5,Medium,2.0,rose,mustard,0
Black,Maharashtra,Lucknow,Rabi,18.8,358.6,64.7,Medium,8.4,cotton,tomato,1
Red,Gujarat,Nilokheri,Rabi,18.9,276.9,56.1,Medium,6.6,mustard,soybean,0
Alluvial,Uttar Pradesh,Coimbatore,Kharif,31.9,1194.3,78.2,Medium,7.9,wheat,rose,1
Red,Gujarat,Nilokheri,Zaid,38.3,9.1,44.5,High,13.0,mustard,potato,0
Clayey,Karnataka,Manchar,Zaid,34.2,56.2,38.5,Medium,13.5,mustard,maize,1
Sandy,Andhra Pradesh,Rajkot,Kharif,23.6,1364.0,95.7,Medium,8.9,tomato,sugarcane,0
Red,Gujarat,Pune,Kharif,29.8,1230.3,81.4,High,10.6,rose,wheat,0
Loamy,Punjab,Rajkot,Zaid,37.1,72.1,45.9,Medium,7.4,potato,cotton,0
Red,Karnataka,Kolar,Zaid,35.6,103.7,56.3,High,0.5,none,potato,0
Red,Maharashtra,Manchar,Kharif,32.0,1095.3,81.0,Medium,6.4,soybean,maize,1
Alluvial,Haryana,Ludhiana,Kharif,33.4,906.8,84.7,Low,9.6,wheat,tomato,1
Alluvial,Karnataka,Manchar,Kharif,27.1,943.3,73.1,High,11.4,potato,cotton,1
Sandy,Punjab,Ludhiana,Kharif,32.9,1281.3,82.6,Low,10.1,none,cotton,0
Red,Karnataka,Karnal,Rabi,16.1,330.0,64.3,Low,11.0,rose,mustard,1
Sandy,Uttar Pradesh,Kolar,Kharif,33.6,1187.9,83.5,High,12.3,none,mustard,0
Clayey,Karnataka,Pune,Zaid,35.9,73.5,36.2,Low,5.0,none,banana,0
Black,Andhra Pradesh,Pune,Rabi,16.0,170.8,58.6,Medium,6.8,none,maize,1
Loamy,Punjab,Manchar,Rabi,12.3,250.1,62.1,Low,4.7,tomato,cotton,0
Red,Gujarat,Nilokheri,Zaid,37.3,15.7,54.4,High,4.9,sugarcane,cotton,0
Alluvial,Gujarat,Kolar,Rabi,15.7,332.9,50.6,High,7.2,rose,rice,0
Loamy,Karnataka,Jaipur,Kharif,29.2,1258.9,70.0,Medium,3.0,wheat,wheat,0
Sandy,Uttar Pradesh,Karnal,Zaid,36.1,134.4,47.8,High,2.8,tomato,mustard,0
Clayey,Maharashtra,Coimbatore,Rabi,8.9,430.1,61.8,Medium,13.0,potato,soybean,0
Clayey,Andhra Pradesh,Nilokheri,Zaid,36.4,112.3,40.1,High,4.1,cotton,sugarcane,0
Alluvial,Uttar Pradesh,Ludhiana,Rabi,19.4,356.0,65.1,Medium,19.0,rice,rice,0
Clayey,Maharashtra,Karnal,Zaid,36.8,79.0,39.9,High,0.9,potato,banana,1
Clayey,Punjab,Coimbatore,Zaid,34.6,59.0,40.9,High,8.6,banana,mustard,0
Alluvial,Karnataka,Rajkot,Kharif,27.5,1100.1,85.6,Medium,8.0,none,soybean,1
Loamy,Madhya Pradesh,Lucknow,Zaid,35.3,113.0,46.6,Medium,4.5,maize,wheat,0
Clayey,Andhra Pradesh,Rampur,Rabi,16.0,115.4,57.0,High,4.7,tomato,potato,0
Alluvial,Uttar Pradesh,Nilokheri,Zaid,35.0,90.5,53.7,Low,8.8,sugarcane,wheat,0
Black,Maharashtra,Nilokheri,Rabi,20.6,289.0,58.6,High,7.6,sugarcane,rice,0
Clayey,Rajasthan,Jaipur,Zaid,36.5,0.0,39.2,Medium,7.5,rice,rose,0
Black,Karnataka,Coimbatore,Rabi,22.3,346.5,69.3,High,12.9,sugarcane,tomato,1
Clayey,Uttar Pradesh,Rajkot,Rabi,18.3,188.2,62.0,Low,6.7,tomato,cotton,0
Loamy,Haryana,Karnal,Zaid,37.2,74.4,57.0,Medium,6.2,soybean,mustard,0
Red,Gujarat,Rampur,Kharif,30.0,739.0,83.0,Medium,0.5,soybean,mustard,0
Loamy,Rajasthan,Manchar,Kharif,28.3,973.0,73.9,Medium,7.4,maize,rice,0
Loamy,Punjab,Rampur,Zaid,35.1,93.1,59.5,Low,9.2,banana,rose,0
Black,Haryana,Jaipur,Kharif,31.9,1359.8,74.3,High,7.7,wheat,wheat,0
Clayey,Haryana,Nilokheri,Rabi,20.0,94.6,49.3,High,11.3,rose,cotton,0
Sandy,Karnataka,Karnal,Kharif,31.1,882.6,75.5,Medium,12.5,soybean,mustard,0
Sandy,Madhya Pradesh,Jaipur,Kharif,26.4,874.8,88.2,Low,10.6,banana,banana,0
Clayey,Haryana,Coimbatore,Kharif,29.0,964.0,83.0,High,7.3,banana,banana,0
Alluvial,Haryana,Manchar,Kharif,30.1,1285.2,75.0,Medium,5.9,soybean,potato,0
Sandy,Tamil Nadu,Nilokheri,Rabi,17.3,0.0,50.1,Low,7.2,banana,sugarcane,0
Sandy,Tamil Nadu,Pune,Zaid,40.8,79.2,52.8,Low,6.9,rose,mustard,0
Sandy,Gujarat,Ludhiana,Zaid,36.0,32.8,50.5,Medium,12.5,maize,potato,0
Sandy,Uttar Pradesh,Lucknow,Rabi,20.1,293.8,67.2,Low,8.1,rose,rice,0
Black,Maharashtra,Lucknow,Zaid,37.3,65.8,50.9,Medium,5.7,potato,maize,1
Red,Haryana,Rajkot,Rabi,18.3,126.1,75.5,High,2.1,mustard,sugarcane,0
Sandy,Punjab,Rampur,Kharif,30.5,1143.3,80.3,High,9.0,maize,soybean,1
Red,Andhra Pradesh,Ludhiana,Kharif,29.3,699.8,87.4,High,4.7,wheat,tomato,1
Clayey,Punjab,Kolar,Zaid,35.8,73.0,28.6,High,14.6,maize,potato,0
Red,Tamil Nadu,Nilokheri,Kharif,30.1,785.0,81.2,Low,5.5,tomato,wheat,0
Red,Rajasthan,Pune,Rabi,16.9,378.2,56.8,Low,10.2,soybean,potato,1
Sandy,Haryana,Lucknow,Kharif,26.7,1224.6,81.2,Medium,12.6,tomato,cotton,1
Black,Gujarat,Nilokheri,Kharif,34.7,897.3,74.9,Low,3.0,wheat,maize,1
